Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-01,0.18378252767230588,0.1848517513770784,0.17873902040438122,0.17980824410915375,510756000,0.0,0.0
2005-04-04,0.17881509203935222,0.17934971060751714,0.17476471245195602,0.17873898148536682,421428000,0.0,0.0
2005-04-05,0.17881511180962645,0.18255923223351853,0.17453547090978583,0.17560561001300812,430128000,0.0,0.0
2005-04-06,0.17889127658935883,0.18187151819694605,0.17766890241986125,0.1782805472612381,567468000,0.0,0.0
2005-04-07,0.17919755342084479,0.18340016927969313,0.1761402719964899,0.18156616389751434,506352000,0.0,0.0
2005-04-08,0.1823300262492161,0.1863804208644041,0.17881515223103178,0.1791975498199463,621540000,0.0,0.0
2005-04-11,0.18049601541571025,0.18110766023809843,0.17514714987921584,0.17568175494670868,328380000,0.0,0.0
2005-04-12,0.1751471413051989,0.17812739633874713,0.17124988367176078,0.1778220385313034,512232000,0.0,0.0
2005-04-13,0.17805133618348565,0.1785098307810733,0.16926278974134304,0.17040905356407166,498408000,0.0,0.0
2005-04-14,0.17079139222929807,0.17239613655924896,0.16842278194623994,0.1690334975719452,352080000,0.0,0.0
2005-04-15,0.16689413477493048,0.16811649520573338,0.16162137997260864,0.16315002739429474,630156000,0.0,0.0
2005-04-18,0.16215603635951878,0.16567181283183538,0.1612390335289908,0.16200381517410278,473100000,0.0,0.0
2005-04-19,0.16467780463072582,0.16888133717132445,0.16391393840284418,0.16765806078910828,365460000,0.0,0.0
2005-04-20,0.17048604698585745,0.17155527083064792,0.16238525765761588,0.16253839433193207,564672000,0.0,0.0
2005-04-21,0.16582400259556515,0.17216689695027027,0.16437239486431734,0.1715552657842636,538152000,0.0,0.0
2005-04-22,0.17048601941072303,0.17163226916390556,0.16796425902222148,0.1699504852294922,336276000,0.0,0.0
2005-04-25,0.171403061871597,0.17392480918312214,0.17056216970851865,0.17262542247772217,318168000,0.0,0.0
2005-04-26,0.17270153581573505,0.17629342261873757,0.1683457829367565,0.17186155915260315,353148000,0.0,0.0
2005-04-27,0.16735266971286464,0.16796430095061446,0.16185065312688765,0.16528941690921783,609348000,0.0,0.0
2005-04-28,0.16475483151612133,0.16804044561254555,0.16315008660142327,0.1658240556716919,372948000,0.0,0.0
2005-04-29,0.16742874939357935,0.1687281358808107,0.1598634950648415,0.16758188605308533,478356000,0.0,0.0
2005-05-02,0.16956902467899396,0.17147914040595524,0.16444849124938218,0.16697023808956146,334908000,0.0,0.0
2005-05-03,0.16712341975676964,0.17017978611282242,0.16536553836417542,0.16605328023433685,439512000,0.0,0.0
2005-05-04,0.1668180522281629,0.1725493161343704,0.16628253157339923,0.17132602632045746,468816000,0.0,0.0
2005-05-05,0.1723200575783957,0.17682804539746685,0.17140306845851308,0.1746886819601059,619272000,0.0,0.0
2005-05-06,0.1767518786611913,0.17713426251079578,0.17270148483973044,0.17705723643302917,355728000,0.0,0.0
2005-05-09,0.17782205954421618,0.1815661672953996,0.1767519201575565,0.18034380674362183,745332000,0.0,0.0
2005-05-10,0.17805129065913725,0.17812740123479442,0.17132599895442852,0.17331314086914062,735120000,0.0,0.0
2005-05-11,0.1742301880415888,0.17499405419746725,0.17010368200578088,0.17040905356407166,555420000,0.0,0.0
2005-05-12,0.1704090492131726,0.1764465732581197,0.1702568143624453,0.17415407299995422,835584000,0.0,0.0
2005-05-13,0.18989528538305542,0.19463342185837598,0.18187152206956053,0.1935632824897766,2650320000,0.0,0.0
2005-05-16,0.19127077545920212,0.19555041726077332,0.19119466488076506,0.19425103068351746,664104000,0.0,0.0
2005-05-17,0.19310477096931478,0.19730830197896743,0.19295254982017138,0.196391299366951,639804000,0.0,0.0
2005-05-18,0.19593282347162622,0.19830143396864439,0.19386957081504408,0.19784292578697205,550056000,0.0,0.0
2005-05-19,0.19830143922906215,0.1991423313685476,0.19524507321064677,0.19746054708957672,452880000,0.0,0.0
2005-05-20,0.19723130366286892,0.20105243764694178,0.1949388036422144,0.20097632706165314,517008000,0.0,0.0
2005-05-23,0.20235178292912995,0.207700647571813,0.20174013820894945,0.2056373953819275,703668000,0.0,0.0
2005-05-24,0.20464432893452772,0.20930543935404758,0.20365030013893917,0.20854158699512482,522192000,0.0,0.0
2005-05-25,0.20808309890242316,0.20915232286986551,0.20387956708179422,0.2058667093515396,535272000,0.0,0.0
2005-05-26,0.20770070914669578,0.2132788226498575,0.20731831151994282,0.2116740643978119,788784000,0.0,0.0
2005-05-27,0.21228568014956609,0.21228568014956609,0.20808306453639325,0.2102985382080078,322740000,0.0,0.0
2005-05-31,0.20938158167288443,0.21113947675822534,0.20365033100715668,0.20708908140659332,763176000,0.0,0.0
2005-06-01,0.20571355212034176,0.21282029911232925,0.20326883104578303,0.20900008082389832,796632000,0.0,0.0
2005-06-02,0.20823529637578161,0.21679458022117615,0.20823529637578161,0.21679458022117615,684348000,0.0,0.0
2005-06-03,0.21602985968841237,0.21801698850289317,0.2139666066122865,0.21625910699367523,559620000,0.0,0.0
2005-06-06,0.21236179747456105,0.2165653287345317,0.21220957631635295,0.21419580280780792,512892000,0.0,0.0
2005-06-07,0.21274418853067295,0.21625906264357572,0.208235299289837,0.20900008082389832,974136000,0.0,0.0
2005-06-08,0.20953464363667074,0.2124387878193111,0.20533204226150867,0.20754751563072205,618720000,0.0,0.0
2005-06-09,0.20594284161304585,0.21633613310440816,0.205713594307783,0.21625910699367523,619908000,0.0,0.0
2005-06-10,0.21602979050444476,0.2162590377362907,0.21236178013740628,0.21381430327892303,465096000,0.0,0.0
2005-06-13,0.2139665322644503,0.22458906737001927,0.21335580300722723,0.21855153143405914,1409916000,0.0,0.0
2005-06-14,0.21862853957704687,0.22221950980121014,0.19875988352751767,0.2056373953819275,2408412000,0.0,0.0
2005-06-15,0.20433808125158318,0.2059428397022943,0.1969259749683964,0.2050258368253708,1669788000,0.0,0.0
2005-06-16,0.20494969878875413,0.2074714461143801,0.20196944325386462,0.20609594881534576,489240000,0.0,0.0
2005-06-17,0.20861765006335925,0.2090000339123725,0.20510277673939448,0.2056373953819275,456348000,0.0,0.0
2005-06-20,0.2056374492161435,0.21014633862531845,0.20227480980538673,0.20877084136009216,606060000,0.0,0.0
2005-06-21,0.21014631763196387,0.21175107566806273,0.20815917568494638,0.2107570469379425,428172000,0.0,0.0
2005-06-22,0.21297342767392996,0.21442503532101226,0.20792992018632792,0.21052777767181396,700668000,0.0,0.0
2005-06-23,0.2101463065762603,0.2164121743952463,0.20938152513028147,0.21381430327892303,836976000,0.0,0.0
2005-06-24,0.21343192625623286,0.21350803683157243,0.20586667171124035,0.20701292157173157,475632000,0.0,0.0
2005-06-27,0.20571355391511667,0.20739532449684742,0.20349808007947792,0.20533208549022675,354588000,0.0,0.0
2005-06-28,0.20617204958805857,0.208006055009059,0.20387954964399682,0.20663055777549744,262308000,0.0,0.0
2005-06-29,0.20670757958528316,0.20708904800439532,0.20303956881934157,0.20472043752670288,283572000,0.0,0.0
2005-06-30,0.2060959747034736,0.2080060910380736,0.20258111359582137,0.2041858583688736,593232000,0.0,0.0
2005-07-01,0.20349804223409468,0.20540815787193165,0.200976281847203,0.20510278642177582,315168000,0.0,0.0
2005-07-05,0.20586674013590994,0.20915235414555153,0.20387959756901636,0.20831237733364105,388440000,0.0,0.0
2005-07-06,0.20900010609681266,0.21480746715882762,0.20663057980409982,0.21389047801494598,703632000,0.0,0.0
2005-07-07,0.2105278366726947,0.21396660081600294,0.20984009477553686,0.21236184239387512,465900000,0.0,0.0
2005-07-08,0.2136611942386678,0.2157244469207373,0.21091019977216013,0.21503670513629913,408132000,0.0,0.0
2005-07-11,0.21694683595801972,0.2204626260953278,0.21602984679171142,0.2182462364435196,399492000,0.0,0.0
2005-07-12,0.218093059709773,0.21870470458220587,0.21259105705529582,0.2170238494873047,564252000,0.0,0.0
2005-07-13,0.21794083528139158,0.21855156463138262,0.2136611932581419,0.217329204082489,594780000,0.0,0.0
2005-07-14,0.2196216918570484,0.22390133364337297,0.207395313176355,0.2077006846666336,1871496000,0.0,0.0
2005-07-15,0.207089015257559,0.20770066001438084,0.2018932869458396,0.2054842710494995,1223352000,0.0,0.0
2005-07-18,0.20487353770443822,0.2049496482720468,0.19830139702362395,0.20036464929580688,1044900000,0.0,0.0
2005-07-19,0.2015870380490945,0.20357418003403177,0.20005931973833677,0.20311567187309265,517896000,0.0,0.0
2005-07-20,0.20074708706632177,0.20701295613304155,0.19799609240760815,0.20617206394672394,526500000,0.0,0.0
2005-07-21,0.2034980701262446,0.2044150727867678,0.19845456232555553,0.20265717804431915,594528000,0.0,0.0
2005-07-22,0.20365025440901727,0.20655439853517985,0.19593277978035967,0.19738438725471497,699264000,0.0,0.0
2005-07-25,0.19509192423338645,0.20464432114551612,0.19425103214690115,0.1985306739807129,974952000,0.0,0.0
2005-07-26,0.19768978082222777,0.20296253587195348,0.19692592849652024,0.20265717804431915,759492000,0.0,0.0
2005-07-27,0.20296257869269724,0.2077007296654001,0.19952382823851544,0.206783726811409,807828000,0.0,0.0
2005-07-28,0.20640134985492156,0.2093816060133038,0.20357424407903185,0.20838849246501923,411240000,0.0,0.0
2005-07-29,0.20754759296265266,0.2097639826707851,0.2051028578061743,0.206783726811409,351660000,0.0,0.0
2005-08-01,0.20800602236317486,0.2108340561468637,0.2066305253454932,0.20991705358028412,389040000,0.0,0.0
2005-08-02,0.21014634822331513,0.2134319616863231,0.20984007484470632,0.21274420619010925,422652000,0.0,0.0
2005-08-03,0.21274420619010925,0.2147313484263983,0.210834103719529,0.21274420619010925,518256000,0.0,0.0
2005-08-04,0.2111394224667336,0.21205642507033176,0.21006928320220283,0.21052777767181396,356424000,0.0,0.0
2005-08-05,0.21022251109589934,0.2163361605012453,0.20877090281884533,0.21587765216827393,684096000,0.0,0.0
2005-08-08,0.21732924125436331,0.22137963670996308,0.21511285152462448,0.21664148569107056,725544000,0.0,0.0
2005-08-09,0.2169468098878331,0.21748234417714676,0.21373730719829734,0.2161068469285965,291900000,0.0,0.0
2005-08-10,0.21702383566670372,0.21809304582108216,0.2106809412798666,0.21289733052253723,440556000,0.0,0.0
2005-08-11,0.21289740949367839,0.21625913438075775,0.21083415615626186,0.21587765216827393,701556000,0.0,0.0
2005-08-12,0.22856244245637827,0.2308549422486762,0.22076794042969,0.2288678139448166,2295420000,0.0,0.0
2005-08-15,0.22963255709785474,0.23704468807738932,0.22672842645628674,0.2346760779619217,882804000,0.0,0.0
2005-08-16,0.23245968375331738,0.23452292236672345,0.2290209208474326,0.23070178925991058,637488000,0.0,0.0
2005-08-17,0.2297086624971097,0.23352982293267224,0.2295555395127406,0.23070178925991058,607572000,0.0,0.0
2005-08-18,0.22894487144301104,0.2300911078320271,0.2237482263197931,0.22474133968353271,822732000,0.0,0.0
2005-08-19,0.22512368613730854,0.22581144152049193,0.2224488025087929,0.2231365442276001,422232000,0.0,0.0
2005-08-22,0.22275515096089374,0.22634612291003908,0.2187047552000217,0.22130261361598969,547224000,0.0,0.0
2005-08-23,0.22107327562782547,0.2239013093787115,0.2203094233892319,0.2227550595998764,254460000,0.0,0.0
2005-08-24,0.22130256149572963,0.22764545626066804,0.22023335127761534,0.22290731966495514,514620000,0.0,0.0
