Date,AAPL
2023-12-28,192.17269897460938
2023-12-29,191.13034057617188
2024-01-02,184.2904052734375
2024-01-03,182.91050720214844
2024-01-04,180.58753967285156
2024-01-05,179.8628387451172
2024-01-08,184.2109832763672
2024-01-09,183.79403686523438
2024-01-10,184.83642578125
2024-01-11,184.24078369140625
2024-01-12,184.568359375
2024-01-16,182.29502868652344
2024-01-17,181.3519287109375
2024-01-18,187.25868225097656
2024-01-19,190.16737365722656
2024-01-22,192.48043823242188
2024-01-23,193.7610626220703
2024-01-24,193.0860137939453
2024-01-25,192.75839233398438
2024-01-26,191.0211181640625
2024-01-29,190.33615112304688
2024-01-30,186.67295837402344
2024-01-31,183.05941772460938
2024-02-01,185.50152587890625
2024-02-02,184.49888610839844
2024-02-05,186.31556701660156
2024-02-06,187.92381286621094
2024-02-07,188.03302001953125
2024-02-08,186.950927734375
2024-02-09,187.71630859375
2024-02-12,186.02651977539062
2024-02-13,183.92916870117188
2024-02-14,183.04452514648438
2024-02-15,182.7562713623047
2024-02-16,181.21556091308594
2024-02-20,180.47006225585938
2024-02-21,181.2255096435547
2024-02-22,183.26321411132812
2024-02-23,181.42431640625
2024-02-26,180.07249450683594
2024-02-27,181.53366088867188
2024-02-28,180.33091735839844
2024-02-29,179.66493225097656
2024-03-01,178.58148193359375
2024-03-04,174.0488739013672
2024-03-05,169.0987548828125
2024-03-06,168.104736328125
2024-03-07,167.9854736328125
2024-03-08,169.70509338378906
2024-03-11,171.7129669189453
2024-03-12,172.19007873535156
2024-03-13,170.10267639160156
2024-03-14,171.96145629882812
2024-03-15,171.58372497558594
2024-03-18,172.67713928222656
2024-03-19,175.02296447753906
2024-03-20,177.597412109375
2024-03-21,170.3412322998047
2024-03-22,171.2457733154297
2024-03-25,169.82437133789062
2024-03-26,168.69122314453125
2024-03-27,172.26959228515625
2024-03-28,170.4505615234375
2024-04-01,169.00927734375
2024-04-02,167.826416015625
2024-04-03,168.63156127929688
2024-04-04,167.8065643310547
2024-04-05,168.56199645996094
2024-04-08,167.4387969970703
2024-04-09,168.65145874023438
2024-04-10,166.77279663085938
2024-04-11,173.9892120361328
2024-04-12,175.4901580810547
2024-04-15,171.6533203125
2024-04-16,168.36318969726562
2024-04-17,166.991455078125
2024-04-18,166.0372314453125
2024-04-19,164.00949096679688
2024-04-22,164.8444366455078
2024-04-23,165.89805603027344
2024-04-24,168.00537109375
2024-04-25,168.8701171875
2024-04-26,168.28366088867188
2024-04-29,172.45846557617188
2024-04-30,169.3074951171875
2024-05-01,168.28366088867188
2024-05-02,171.99127197265625
2024-05-03,182.27915954589844
2024-05-06,180.61917114257812
2024-05-07,181.3050079345703
2024-05-08,181.6429901123047
2024-05-09,183.46200561523438
2024-05-10,182.19793701171875
2024-05-13,185.41287231445312
2024-05-14,186.55751037597656
2024-05-15,188.8368682861328
2024-05-16,188.956298828125
2024-05-17,188.98617553710938
2024-05-20,190.15072631835938
2024-05-21,191.4546356201172
2024-05-22,190.01136779785156
2024-05-23,186.01010131835938
2024-05-24,189.0956573486328
2024-05-28,189.10560607910156
2024-05-29,189.4042205810547
2024-05-30,190.39956665039062
2024-05-31,191.3551025390625
2024-06-03,193.12680053710938
2024-06-04,193.44532775878906
2024-06-05,194.95823669433594
2024-06-06,193.57470703125
2024-06-07,195.97349548339844
2024-06-10,192.22103881835938
2024-06-11,206.18572998046875
2024-06-12,212.07818603515625
2024-06-13,213.2427520751953
2024-06-14,211.50088500976562
2024-06-17,215.6614227294922
2024-06-18,213.29248046875
2024-06-20,208.70394897460938
2024-06-21,206.524169921875
2024-06-24,207.171142578125
2024-06-25,208.0968017578125
2024-06-26,212.25733947753906
2024-06-27,213.10340881347656
2024-06-28,209.6395721435547
2024-07-01,215.7410430908203
2024-07-02,219.2446746826172
2024-07-03,220.5187225341797
2024-07-05,225.28639221191406
2024-07-08,226.75953674316406
2024-07-09,227.61550903320312
2024-07-10,231.89549255371094
2024-07-11,226.5106964111328
2024-07-12,229.46685791015625
2024-07-15,233.3088836669922
2024-07-16,233.7269287109375
2024-07-17,227.81459045410156
2024-07-18,223.13644409179688
2024-07-19,223.26585388183594
2024-07-22,222.91748046875
2024-07-23,223.9626007080078
2024-07-24,217.52268981933594
2024-07-25,216.4776153564453
2024-07-26,216.94541931152344
2024-07-29,217.22412109375
2024-07-30,217.78152465820312
2024-07-31,221.04623413085938
2024-08-01,217.3435516357422
2024-08-02,218.83656311035156
2024-08-05,208.2958526611328
2024-08-06,206.26535034179688
2024-08-07,208.84332275390625
2024-08-08,212.3170623779297
2024-08-09,215.23342895507812
2024-08-12,216.76803588867188
2024-08-13,220.4949493408203
2024-08-14,220.943359375
2024-08-15,223.93284606933594
2024-08-16,225.25819396972656
2024-08-19,225.09873962402344
2024-08-20,225.71658325195312
2024-08-21,225.60696411132812
2024-08-22,223.74349975585938
2024-08-23,226.04542541503906
2024-08-26,226.38421630859375
2024-08-27,227.23126220703125
2024-08-28,225.69664001464844
2024-08-29,228.98509216308594
2024-08-30,228.19786071777344
2024-09-03,221.98968505859375
2024-09-04,220.07640075683594
2024-09-05,221.60104370117188
2024-09-06,220.0465087890625
2024-09-09,220.13619995117188
2024-09-10,219.3389892578125
2024-09-11,221.88006591796875
2024-09-12,221.98968505859375
2024-09-13,221.72061157226562
2024-09-16,215.56227111816406
2024-09-17,216.03060913085938
2024-09-18,219.91696166992188
2024-09-19,228.0683135986328
2024-09-20,227.40065002441406
2024-09-23,225.6767120361328
2024-09-24,226.5735626220703
2024-09-25,225.5770721435547
2024-09-26,226.72303771972656
2024-09-27,226.99208068847656
2024-09-30,232.183837890625
2024-10-01,225.41761779785156
2024-10-02,225.98562622070312
2024-10-03,224.8795166015625
2024-10-04,226.0055694580078
2024-10-07,220.91348266601562
2024-10-08,224.9791717529297
2024-10-09,228.7359619140625
2024-10-10,228.23770141601562
2024-10-11,226.75294494628906
2024-10-14,230.48980712890625
2024-10-15,233.03086853027344
2024-10-16,230.96810913085938
2024-10-17,231.33682250976562
2024-10-18,234.17684936523438
2024-10-21,235.6516571044922
2024-10-22,235.03382873535156
2024-10-23,229.95169067382812
2024-10-24,229.76235961914062
2024-10-25,230.5994110107422
2024-10-28,232.5824432373047
2024-10-29,232.85150146484375
2024-10-30,229.29400634765625
2024-10-31,225.11868286132812
2024-11-01,222.1291961669922
2024-11-04,221.23233032226562
2024-11-05,222.66729736328125
2024-11-06,221.93984985351562
2024-11-07,226.6831817626953
2024-11-08,226.41383361816406
2024-11-11,223.69039916992188
2024-11-12,223.69039916992188
2024-11-13,224.57826232910156
2024-11-14,227.67080688476562
2024-11-15,224.4585418701172
2024-11-18,227.47128295898438
2024-11-19,227.73065185546875
2024-11-20,228.44891357421875
2024-11-21,227.97007751464844
2024-11-22,229.3168182373047
2024-11-25,232.30960083007812
2024-11-26,234.49432373046875
2024-11-27,234.36465454101562
2024-11-29,236.75888061523438
2024-12-02,239.013427734375
2024-12-03,242.06607055664062
2024-12-04,242.42520141601562
2024-12-05,242.4551239013672
2024-12-06,242.25559997558594
2024-12-09,246.1562042236328
2024-12-10,247.1737518310547
2024-12-11,245.89682006835938
2024-12-12,247.36329650878906
2024-12-13,247.5328826904297
2024-12-16,250.4358673095703
2024-12-17,252.8699951171875
2024-12-18,247.4530792236328
2024-12-19,249.1888885498047
2024-12-20,253.87759399414062
2024-12-23,254.6557159423828
2024-12-24,257.57867431640625
2024-12-26,258.39666748046875
2024-12-27,254.9749298095703
2024-12-30,251.5930938720703
2024-12-31,249.8173828125
2025-01-02,243.26319885253906
2025-01-03,242.7743682861328
2025-01-06,244.41041564941406
2025-01-07,241.62713623046875
2025-01-08,242.11593627929688
2025-01-10,236.280029296875
2025-01-13,233.83592224121094
2025-01-14,232.71861267089844
2025-01-15,237.2975616455078
2025-01-16,227.710693359375
2025-01-17,229.4265594482422
2025-01-21,222.10421752929688
2025-01-22,223.29135131835938
2025-01-23,223.1217803955078
2025-01-24,222.24388122558594
2025-01-27,229.3068389892578
2025-01-28,237.68663024902344
2025-01-29,238.78399658203125
2025-01-30,237.0182342529297
2025-01-31,235.4320831298828
2025-02-03,227.4613037109375
2025-02-04,232.23977661132812
2025-02-05,231.9105682373047
2025-02-06,232.6587677001953
2025-02-07,227.08221435546875
2025-02-10,227.3518524169922
2025-02-11,232.3153533935547
2025-02-12,236.55978393554688
2025-02-13,241.21368408203125
2025-02-14,244.2796630859375
2025-02-18,244.14984130859375
2025-02-19,244.54930114746094
2025-02-20,245.508056640625
2025-02-21,245.22842407226562
2025-02-24,246.77639770507812
2025-02-25,246.71646118164062
2025-02-26,240.0452117919922
2025-02-27,236.98922729492188
2025-02-28,241.5232696533203
2025-03-03,237.71826171875
2025-03-04,235.6210174560547
2025-03-05,235.4312744140625
2025-03-06,235.0218048095703
2025-03-07,238.7569122314453
2025-03-10,227.1820831298828
2025-03-11,220.55078125
2025-03-12,216.69583129882812
2025-03-13,209.4053955078125
2025-03-14,213.21041870117188
2025-03-17,213.71974182128906
2025-03-18,212.4114532470703
2025-03-19,214.95811462402344
2025-03-20,213.81961059570312
2025-03-21,217.98414611816406
2025-03-24,220.44091796875
2025-03-25,223.45697021484375
2025-03-26,221.2398681640625
2025-03-27,223.5568389892578
2025-03-28,217.6146240234375
2025-03-31,221.83909606933594
