Date,Open,High,Low,Close
2020-04-01,59.74202796213748,60.28007005140006,57.95582733588258,58.387229919433594
2020-04-02,58.2490894772747,59.41484624870322,57.41536636391571,59.36152648925781
2020-04-03,58.845297125214294,59.548143090432646,57.91705333235699,58.50841522216797
2020-04-06,60.808416836837694,63.767644688716175,60.4400305164741,63.6125373840332
2020-04-07,65.63142844804497,65.84955950637499,62.77156844275534,62.87578201293945
2020-04-08,63.677979447206575,64.80011298883151,63.31201906395062,64.48504638671875
2020-04-09,65.1224755019142,65.454509254812,64.15303043241806,64.95039367675781
2020-04-13,65.02793193786948,66.33426233514128,64.42687350884506,66.2251968383789
2020-04-14,67.86114985093643,69.86063015904438,67.3885424559632,69.56979370117188
2020-04-15,68.44281379449058,69.39529170786052,68.01383705547038,68.93480682373047
2020-04-16,69.64978143906717,69.8485194512457,68.43070457336921,69.48255157470703
2020-04-17,68.99781539542603,69.54555411214668,67.1001229261611,68.53974914550781
2020-04-20,67.36430148645341,68.26830406893325,67.09770267537306,67.1170883178711
2020-04-21,66.95955863717874,67.19464932019156,64.3299378788463,65.04248046875
2020-04-22,66.31244725801642,67.35217892207115,65.9707244599182,66.91593170166016
2020-04-23,66.86019112654976,68.28527633787508,66.61782989731152,66.65660858154297
2020-04-24,67.18254138642631,68.59065965571317,67.13406617796697,68.58096313476562
2020-04-27,68.29737639564895,68.96145104694212,67.84901413734978,68.6294174194336
2020-04-28,69.09234652148788,69.27411747115775,67.42490722272382,67.51699829101562
2020-04-29,69.0074974952581,70.20476224764936,68.8039150032608,69.73458099365234
2020-04-30,70.2750603851693,71.3826529846121,69.88486235394257,71.20572662353516
2020-05-01,69.37591141266813,72.46601751052496,69.27896838689307,70.05937194824219
2020-05-04,70.08358701405723,71.17905690592906,69.3928561586041,71.05060577392578
2020-05-05,71.51108621089136,72.95071215203899,71.36566802967198,72.11698913574219
2020-05-06,72.81983355560175,73.49359729836429,72.43448019085427,72.86103820800781
2020-05-07,73.48875147037694,73.9613586924263,73.18580001939033,73.61477661132812
2020-05-08,74.27580576384341,75.42041508755761,73.9477309492938,75.36695098876953
2020-05-11,74.8736364220834,77.048636946995,74.66463767418456,76.55288696289062
2020-05-12,77.2381835420649,77.69019956686239,75.5565080151993,75.67801666259766
2020-05-13,75.85783701982658,76.78130706727246,73.68526209938001,74.7642593383789
2020-05-14,74.00120264720762,75.28433373358632,73.27700840131105,75.22357940673828
2020-05-15,72.9902356348415,74.82501298410193,72.95620965856679,74.77883911132812
2020-05-18,76.10573008655975,76.91497442156756,75.41312930756065,76.54072570800781
2020-05-19,76.55772557449362,77.40585342154391,76.0668333890782,76.09842681884766
2020-05-20,76.95871635566236,77.6488845938643,76.91983269792289,77.57841491699219
2020-05-21,77.43989122316047,77.98182245463944,76.7618709013521,77.00003051757812
2020-05-22,76.73756083121987,77.57840592683334,76.6354977307433,77.49578094482422
2020-05-26,78.61609539871866,78.79592582486933,76.91497432363046,76.97087097167969
2020-05-27,76.82747651889329,77.45202521130052,76.0862694610132,77.30621337890625
2020-05-28,76.9805646816368,78.60149285636655,76.70352889805483,77.3402328491211
2020-05-29,77.5832445308995,78.04497574805899,76.90765698167542,77.264892578125
2020-06-01,77.2187384764973,78.33661941527829,77.0875070725464,78.2151107788086
2020-06-02,77.94780315128399,78.60152031661278,77.50550986167497,78.57721710205078
2020-06-03,78.89797976869754,79.2722284031161,78.3244552131719,79.009765625
2020-06-04,78.83238566565588,79.13129219882647,77.95508935441258,78.32933807373047
2020-06-05,78.5796445797234,80.62098839416043,78.55048369064991,80.56023406982422
2020-06-08,80.25643869458965,81.07054788300238,79.54440000402361,81.0365219116211
2020-06-09,80.71575616737768,83.98919153470604,80.68416273702039,83.59550476074219
2020-06-10,84.54569482376236,86.21522204655183,84.10583422041279,85.74620056152344
2020-06-11,84.88837976456844,85.31366007611484,81.5274534799194,81.6295166015625
2020-06-12,83.7729480137696,84.52143824957788,81.22126563087991,82.33428192138672
2020-06-15,80.98548514822723,84.0061872854727,80.82266035452612,83.35247039794922
2020-06-16,85.41084628969108,85.83370137590062,83.77291228895632,85.56151580810547
2020-06-17,86.30759247032934,86.3683467952298,85.32094282724987,85.44245147705078
2020-06-18,85.39869601495222,85.89445330068732,84.86648762356708,85.4764633178711
2020-06-19,86.18364717992426,86.65023617971444,83.87740827164068,84.98799896240234
2020-06-22,85.3816816208449,87.35498054805204,85.33550774901583,87.21160125732422
2020-06-23,88.4582867176972,90.49477263698164,88.03786416864946,89.0731201171875
2020-06-24,88.70129157263592,89.62232897813153,87.12653720580805,87.50078582763672
2020-06-25,87.65633451294114,88.70130583433298,86.89568925164441,88.66242218017578
2020-06-26,88.55792788577938,88.77907450051282,85.78995750703652,85.93820190429688
2020-06-29,85.84584068935075,88.01355774997114,85.36709642622178,87.91877746582031
2020-06-30,87.50567551454532,88.9394836715039,87.4862373916304,88.65271759033203
2020-07-01,88.73045803796369,89.27481431029784,88.43640923902939,88.4850082397461
2020-07-02,89.39389780709443,90.03060182197771,88.37079725072775,88.4850082397461
2020-07-06,89.91639461248228,91.32103421004693,89.88480117911871,90.85201263427734
2020-07-07,91.23112145924068,92.01120488127154,90.45832825923631,90.57011413574219
2020-07-08,91.54945284952733,92.7110749334306,91.46196278865938,92.67948150634766
2020-07-09,93.5737986064413,93.62726270349853,92.02821230000306,93.07804870605469
2020-07-10,92.67221565599948,93.2992044388239,92.05981473407041,93.24087524414062
2020-07-13,94.54830204332501,97.16317034048585,92.59687358818513,92.81072998046875
2020-07-14,92.19104129715517,94.53858935423052,91.25543060561826,94.34661102294922
2020-07-15,96.22511199118148,96.47541947180446,93.79493939627933,94.99544525146484
2020-07-16,93.86541410703498,94.68438106422201,93.22627754411272,93.82653045654297
2020-07-17,94.27853958226679,94.43406675668288,93.16308394375518,93.63697052001953
2020-07-20,93.72448140194915,95.74881216241437,93.37939358732925,95.61029052734375
2020-07-21,96.40251573529238,96.47785049123863,94.0403877137668,94.29069519042969
2020-07-22,93.99179351166632,95.2384733817586,93.90431084808745,94.55559539794922
2020-07-23,94.2882680485315,94.36603535470661,89.44007797032316,90.25175476074219
2020-07-24,88.44613797665554,90.37326313898976,86.65509447529368,90.0281753540039
2020-07-27,91.09258321042107,92.25420534467249,90.86901149818567,92.16185760498047
2020-07-28,91.73172785652534,91.90913313088771,90.64300783304508,90.64787292480469
2020-07-29,91.1314746598381,92.57014013630604,91.09502355323384,92.38544464111328
2020-07-30,91.55675572597188,93.60782206135195,91.14848849561243,93.50332641601562
2020-07-31,100.01132775994397,103.44273037041387,98.0088604443455,103.29206085205078
2020-08-03,105.1778638999422,108.51935112132352,104.87895742584206,105.89476776123047
2020-08-04,106.08434642848965,107.6955523863337,105.36015217215363,106.60197448730469
2020-08-05,106.32249256981191,107.30914213352884,105.855896128936,106.98835754394531
2020-08-06,107.32127567476975,111.21684185628432,106.73074554314383,110.72108459472656
2020-08-07,110.2415021197791,110.69919956892333,107.40524752399855,108.20378112792969
2020-08-10,109.65231698977226,110.79656040754556,107.12038216987283,109.77648162841797
2020-08-11,109.03882559792697,109.53790628694743,106.25125778841227,106.51175689697266
2020-08-12,107.60488092014668,110.30967505809963,107.41011951581187,110.0516128540039
2020-08-13,111.43441109413642,113.00470146799744,110.94506334020708,111.99922943115234
2020-08-14,111.82395110215055,111.98949901322317,110.08567574687753,111.89942169189453
2020-08-17,113.02417392493486,113.04852095183266,110.97914996990063,111.60726165771484
2020-08-18,111.35895378278491,112.96332424198891,111.0229840865938,112.53727722167969
2020-08-19,112.94626159259323,114.0953713742569,112.58351542519954,112.67845916748047
2020-08-20,112.71987050380967,115.29319632845385,112.70282683961905,115.17877197265625
2020-08-21,116.14041187069935,121.59868597251888,116.1282420708619,121.11421203613281
2020-08-24,125.32841718543504,125.41363550271217,120.69303108379322,122.5627670288086
2020-08-25,121.43313953220415,121.90300674261194,119.83119859572422,121.55729675292969
2020-08-26,122.87682491569296,123.66805506312153,121.8080520118478,123.21035766601562
2020-08-27,123.81412407030223,124.14765680517117,120.59076927456684,121.7374496459961
2020-08-28,122.71370217000428,123.13244579194858,121.31627042883115,121.54025268554688
2020-08-31,124.24016267088327,127.57063079085206,122.7015227453997,125.66193389892578
2020-09-01,129.28457897882038,131.27118380524524,127.11296048915095,130.6674041748047
2020-09-02,133.98810972446663,134.3678995522413,123.67534259699028,127.96015167236328
2020-09-03,123.58771983998423,125.46718865430032,117.34551895820641,117.71556854248047
2020-09-04,116.9267639955814,120.4617338734343,107.98708104487906,117.79346466064453
2020-09-08,110.96698542167366,115.87504793239557,109.7302350684399,109.86656951904297
2020-09-09,114.19035236329198,116.02113476904711,112.24270866069972,114.248779296875
2020-09-10,117.20918576977877,117.34552021964375,109.55494626315287,110.51902770996094
2020-09-11,111.57075280375336,112.21347869736357,107.12038789476668,109.06803131103516
2020-09-14,111.71683492125261,112.89515837432545,109.84709890131904,112.34008026123047
2020-09-15,115.23232135411556,115.71923219486175,110.6358818287243,112.5153579711914
2020-09-16,112.21347126407375,112.96331066061114,109.1069778434127,109.19461822509766
2020-09-17,106.84774273024199,109.26281694205484,105.86418050632375,107.45150756835938
2020-09-18,107.50989270635975,107.97732285539955,103.31271708208355,104.04308319091797
2020-09-21,101.80333692050233,107.30543184974553,100.40103108135007,107.19831085205078
2020-09-22,109.73022311017552,109.90551130322969,106.30237419337884,108.88299560546875
2020-09-23,108.69797023308884,109.17514073926793,103.97492950474248,104.3157730102539
2020-09-24,102.41683403022385,107.36385041762158,102.25128611202055,105.38699340820312
2020-09-25,105.59149358674422,109.49652091920656,104.85138696986856,109.34070587158203
2020-09-28,111.9992479561973,112.30113033847593,109.82762206038593,111.95055389404297
2020-09-29,111.55129711355788,112.2913963783167,110.59694842102935,111.10333251953125
2020-09-30,110.81117321087004,114.19033573143906,110.64562530338286,112.77828979492188
2020-10-01,114.56038244447453,114.63828996240579,112.7977675718812,113.73263549804688
2020-10-02,109.93473854776296,112.34981979602337,109.28227974779207,110.06133270263672
2020-10-05,110.92804616223222,113.59631584658959,110.57746971556678,113.45024108886719
2020-10-06,112.67116282600794,113.08017356879807,109.31148107875158,110.19766235351562
2020-10-07,111.61946379732167,112.5251184204905,111.1422857385701,112.06742095947266
2020-10-08,113.20677195191192,113.35284669197739,111.59022437328177,111.96028137207031
2020-10-09,112.26215985337453,113.93713429847533,111.9115834611595,113.90792083740234
2020-10-12,116.91702744282793,121.90299707303168,116.15744772819468,121.14341735839844
2020-10-13,121.99064438590798,122.10750566774655,116.5177710390298,117.9298095703125
2020-10-14,117.83245040358545,119.80930768028661,116.48857885052384,118.0174789428711
2020-10-15,115.61211517826072,118.02718887052616,115.05703709797092,117.55001831054688
2020-10-16,118.1050823637663,118.36801835616846,115.69974182496392,115.90424346923828
2020-10-19,116.81964609469402,117.26760316923634,112.63221739110126,112.94384002685547
2020-10-20,113.15807306769803,115.86530350302661,112.60299502286628,114.43378448486328
2020-10-21,113.61578568990575,115.60238301966777,113.40154370880339,113.81055450439453
2020-10-22,114.37535784081969,114.94991651803686,111.59022713214819,112.71986389160156
2020-10-23,113.34310783010538,113.49892286939378,111.28834343492714,112.02845001220703
2020-10-26,111.02541726060738,113.49892534064216,109.92499395326571,112.03819274902344
2020-10-27,112.46665719622837,114.20979879352078,111.54152962594779,113.54759979248047
2020-10-28,112.03819835998142,112.40824796037595,108.19159788494271,108.28897857666016
2020-10-29,109.42834593101287,113.86897045793137,109.26279059723784,112.30111694335938
2020-10-30,108.15265135662641,109.0583059665517,104.90008997174331,106.01024627685547
2020-11-02,106.25368012654585,107.78257980979633,104.51053849295829,105.92257690429688
2020-11-03,106.78930171860765,108.57138995878809,105.88364715111534,107.54888153076172
2020-11-04,111.15201031363652,112.56404883306527,109.40886854661319,111.94080352783203
2020-11-05,114.8622797541516,116.4885678267502,113.81055784373574,115.91400909423828
2020-11-06,115.42137974783128,116.27981870511474,113.28502829338409,115.78231811523438
2020-11-09,117.54794938704781,119.00144476860126,113.20697000078648,113.47035217285156
2020-11-10,112.71923542912484,114.7092525422394,111.33401722344382,113.12894439697266
2020-11-11,114.31905635772775,116.6992756479048,113.58743002030904,116.56270599365234
2020-11-12,116.68953299697138,117.57723580292728,115.66525308607233,116.2895736694336
2020-11-13,116.51394665375146,116.73830791782815,114.98240900346639,116.3383560180664
2020-11-16,116.00666236482012,118.02595062070795,115.25552931764878,117.35285949707031
2020-11-17,116.62124805150194,117.71380535006969,116.04569809530207,116.46516418457031
2020-11-18,115.70426632741369,116.88462258409794,115.10920964823985,115.13847351074219
2020-11-19,114.70926343660877,116.14325240275551,113.94837315477305,115.7335433959961
2020-11-20,115.73353312647382,115.86034568136424,114.41660718303845,114.46537780761719
2020-11-23,114.30929761671617,114.7385207767759,110.96332625053886,111.06087493896484
2020-11-24,111.11940679633499,113.01187511139322,109.83173735450882,112.3485336303711
2020-11-25,112.71923279937354,113.88983194948227,112.34853736259839,113.18746948242188
2020-11-27,113.71425025675507,114.61171017176824,113.37282609805314,113.73375701904297
2020-11-30,114.10444599903529,118.00645317380616,113.9483621396502,116.13349151611328
2020-12-01,118.04548519888809,120.44521894311592,117.06998331379602,119.71359252929688
2020-12-02,119.03072137520432,120.34765470402952,117.92840706667509,120.06475830078125
2020-12-03,120.49398518452733,120.74761774931302,119.21608014318339,119.9281997680664
2020-12-04,119.5965435347279,119.85017613825009,118.54299959008762,119.25511932373047
2020-12-07,119.31362823363807,121.51826448637165,119.25510050455729,120.71835327148438
2020-12-08,121.32315897116939,121.91821565194306,120.0745104419721,121.3329086303711
2020-12-09,121.4792223168842,122.86443290827428,118.03570259720179,118.79659271240234
2020-12-10,117.54797505007178,120.83541902329915,117.2065508848971,120.2208480834961
2020-12-11,119.4306853501199,119.75260272945025,117.5967446503537,119.41117858886719
2020-12-14,119.59650378767563,120.32813004344341,118.56247439445305,118.79659271240234
2020-12-15,121.29389959264086,124.76669132932152,121.08904509194299,124.74717712402344
2020-12-16,124.28866881931607,125.22514206788456,123.45948646269026,124.67886352539062
2020-12-17,125.74217838024781,126.40552735664411,124.90324622140852,125.54708099365234
2020-12-18,125.80071733474844,125.93728698989182,123.03028838222276,123.55706024169922
2020-12-21,121.95723262228893,125.16663446004497,120.42569508317622,125.08859252929688
2020-12-22,128.38579552066017,131.11720360206039,126.47380539818704,128.64918518066406
2020-12-23,128.92230804557482,129.1856827869869,127.57611093845898,127.751708984375
2020-12-24,128.1029291687596,130.19050284332158,127.8883175389933,128.73699951171875
2020-12-28,130.70753218566256,133.97545530087663,130.2392804588712,133.3413848876953
2020-12-29,134.66800569567732,135.38986738995195,131.04888802650385,131.56590270996094
2020-12-30,132.2585255999266,132.6584848793838,130.13192410023277,130.444091796875
2020-12-31,130.79529332577445,131.4391281363561,128.4931083029186,129.43934631347656
2021-01-04,130.24901359048766,130.33680518621807,123.65461887853952,126.23970031738281
2021-01-05,125.73242467921783,128.51261072501254,125.2836873079933,127.80048370361328
2021-01-06,124.59108453530528,127.8395071446875,123.28390832194798,123.49851989746094
2021-01-07,125.21539510538169,128.40528973786473,124.72764426980214,127.71267700195312
2021-01-08,129.18572887365838,129.38084119094302,127.03962734834683,128.81504821777344
2021-01-11,126.0250752376433,126.98106279830377,125.35197663907473,125.8202133178711
2021-01-12,125.35199214859502,126.512841772657,123.75216965353734,125.64464569091797
2021-01-13,125.60561738338069,128.22971983624072,125.34224259155289,127.68344116210938
2021-01-14,127.59563563257835,127.79073301132566,125.60560366841855,125.75193786621094
2021-01-15,125.62512143938797,127.02984642222248,123.88872941476652,124.02529907226562
2021-01-19,124.64962433562887,125.5568487900098,123.83020635972,124.69840240478516
2021-01-20,125.50806539990329,129.24423908723023,125.40075960629947,128.79550170898438
2021-01-21,130.52213931456455,136.24832991984417,130.31727739424184,133.5169219970703
2021-01-22,132.94136689721347,136.42391501700993,131.71224014697756,135.66302490234375
2021-01-25,139.5650353578536,141.53553807458803,133.19499556294772,139.418701171875
2021-01-26,140.08202456510648,140.76487265376517,137.9066454530604,139.65280151367188
2021-01-27,139.91623636383397,140.76493317496252,136.97023121686135,138.57980346679688
2021-01-28,136.1020139559467,138.51150456888308,133.35109176240107,133.73153686523438
2021-01-29,132.50242137720485,133.39013165524483,127.0201056066314,128.72723388671875
2021-02-01,130.47336045084296,132.06343308345475,127.72243834178269,130.8538055419922
2021-02-02,132.40484514955168,132.97063793703109,131.31228797923288,131.6829833984375
2021-02-03,132.4341585067177,132.44392305401465,130.33683496520007,130.65875244140625
2021-02-04,132.96090698056452,134.03395009949696,131.29279224448268,134.02420043945312
2021-02-05,134.18541104102158,134.25379046331454,132.72973582683255,133.60899353027344
2021-02-08,132.89582490515562,133.8044051649672,131.81139905731575,133.75555419921875
2021-02-09,133.47221241675678,134.703191022344,132.71996427692022,132.8762664794922
2021-02-10,133.3354359263558,133.83369484015344,131.3033582625716,132.2705535888672
2021-02-11,132.76878860072446,133.2475041169639,130.68787502592983,132.01654052734375
2021-02-12,131.2544888029758,132.4072936292859,130.60969208289595,132.2509765625
2021-02-16,132.3682407877475,132.87624896678753,129.73043835612683,130.12123107910156
2021-02-17,128.22591243397753,129.17356417940022,126.48692601411689,127.82535552978516
2021-02-18,126.22315381492851,127.00472433071491,124.47440301601213,126.7214126586914
2021-02-19,127.23920118949448,127.69837331294384,125.8323772289022,126.87771606445312
2021-02-22,125.06058423119387,126.73119158884104,122.70611563671171,123.0969009399414
2021-02-23,120.9085077307379,123.79053522480318,115.6622326225289,122.96012115478516
2021-02-24,122.06132638305527,122.66703652293154,119.41376694425402,122.46187591552734
2021-02-25,121.8073067346508,123.54629339463172,117.76269513453965,118.20232391357422
2021-02-26,119.7654452645234,121.97337552172299,118.40747234020895,118.46609497070312
2021-03-01,120.89874001257695,124.98243108447949,119.96085977236707,124.84565734863281
2021-03-02,125.45137262840403,125.75422768741775,122.12970884679918,122.23717498779297
2021-03-03,121.93431163375459,122.81357666599573,119.03274075416354,119.24767303466797
2021-03-04,118.94482157612892,120.75219519765207,115.88694096141373,117.36214447021484
2021-03-05,118.19256415106085,119.13044438108311,114.86112866250235,118.62242126464844
2021-03-08,118.14372104814352,118.2121079198701,113.53247068712139,113.67901611328125
2021-03-09,116.28749169278657,119.24767787685906,116.05302349253789,118.3000259399414
2021-03-10,118.88620657707422,119.35514297345402,116.69781188193637,117.21560668945312
2021-03-11,119.71662459706546,120.37118570913563,118.46611756098815,119.14998626708984
2021-03-12,117.62591230919446,118.37816776158526,116.41448474990167,118.24139404296875
2021-03-15,118.61267426397926,121.14299617078103,117.64547884730646,121.13322448730469
2021-03-16,122.80380564002117,124.28878824765125,121.8463895081631,122.67680358886719
2021-03-17,121.19183477482309,122.96012916956329,119.52122739044147,121.8854751586914
2021-03-18,120.04878306750058,120.34187390478134,117.54776908284731,117.7529296875
2021-03-19,117.13744953418819,118.63219642756981,116.92251724428318,117.22537231445312
2021-03-22,117.55754889553958,121.01598672803996,117.48916202259225,120.54704284667969
2021-03-23,120.48842032011387,121.37744961429632,119.3258360971887,119.71662139892578
2021-03-24,119.99016171261569,120.06832025902025,117.30352317223472,117.32305908203125
2021-03-25,116.7857432897759,118.85690017985242,116.25818424833348,117.8115463256836
2021-03-26,117.57707345629376,118.68104245336015,116.18002108358161,118.4172592163086
2021-03-29,118.84714361655718,119.75571639457851,117.94834252210464,118.59313201904297
2021-03-30,117.34261178230456,117.6259309453577,116.12141234859779,117.137451171875
2021-03-31,118.84712206732044,120.67403152206795,118.35864232800027,119.33560180664062
2021-04-01,120.81081245730563,121.31882810556307,119.66776420491013,120.166015625
2021-04-05,121.0160024051513,123.25324104369571,120.23443165283837,122.99922943115234
2021-04-06,123.58538215009409,124.20086397868832,122.75496802953083,123.30206298828125
2021-04-07,122.93084159490705,124.97268380271476,122.25673701261118,124.9531478881836
2021-04-08,125.97891369955215,127.38573764361068,125.55882830617732,127.35643005371094
2021-04-09,126.80937040941369,129.97471025605384,126.48697192369632,129.93563842773438
2021-04-12,129.4666628353656,129.7890612236751,127.62021018029645,128.21615600585938
2021-04-13,129.38850198628998,131.5573529909673,128.89024316451298,131.3326416015625
2021-04-14,131.83093211613695,131.88954730756276,128.62650578894565,128.98797607421875
2021-04-15,130.7367214787142,131.88952648063574,130.56086102498654,131.4010467529297
2021-04-16,131.20565189509645,131.5671221069019,130.20914912173134,131.06887817382812
2021-04-19,130.4338423005746,132.34868925693135,130.2677609937668,131.7332000732422
2021-04-20,131.90908720345354,132.40733122468578,128.77304037969012,130.0430908203125
2021-04-21,129.3103694680848,130.66834267605557,128.27479470754565,130.42410278320312
2021-04-22,129.97468618567086,131.05911183417535,128.38225232698375,128.90003967285156
2021-04-23,129.1149534004929,132.0067447760847,129.1149534004929,131.22518920898438
2021-04-26,131.72346346577018,131.94815999771666,130.48272061096776,131.61599731445312
2021-04-27,131.89928918661894,132.29008190860543,131.020031649781,131.2935791015625
2021-04-28,131.21544993946816,131.90909785930737,130.01379372811834,130.5022735595703
2021-04-29,133.32565508852434,133.91183671153877,129.39827399165063,130.404541015625
2021-04-30,128.74375645756413,130.48274364423392,128.05012337343717,128.43113708496094
2021-05-03,128.99774150408825,130.9809832448479,128.79258833218879,129.48622131347656
2021-05-04,128.16731485287474,128.4604056744001,123.78076147972025,124.90426635742188
2021-05-05,126.22316795915263,127.44436736840763,125.02151191446714,125.14852142333984
2021-05-06,124.94333632102912,126.76048139042916,124.20084509446781,126.75071716308594
2021-05-07,128.05228747592136,128.45350987129697,126.71156944514985,127.42597198486328
2021-05-10,126.64307929080063,126.77028959754912,124.0986641002731,124.13780975341797
2021-05-11,120.85945805547941,123.57022965949967,120.14506283201645,123.21793365478516
2021-05-12,120.76157712204518,121.97506250134133,119.63616386239647,120.1450424194336
2021-05-13,121.91632816857155,123.45275933894767,121.60317046079643,122.29798889160156
2021-05-14,123.55065100975592,125.15558560180872,123.15920190934219,124.72499084472656
2021-05-17,124.10846439728725,124.21611308729157,122.493741513493,123.57022094726562
2021-05-18,123.85399452444867,124.27480091248684,122.11205423275031,122.18055725097656
2021-05-19,120.5267237775913,122.2490879012354,120.233135080965,122.02400970458984
2021-05-20,122.55246033737806,124.98921955050378,122.42523508929487,124.58798217773438
2021-05-21,125.087075294154,125.26322700578169,122.53287920868762,122.74817657470703
2021-05-24,123.3157856512933,125.20452067157117,123.24728261807165,124.38247680664062
2021-05-25,125.08706463603312,125.57638154110205,123.61913631963486,124.18673706054688
2021-05-26,124.2454584329989,124.66626487146893,123.71700331494795,124.13780975341797
2021-05-27,123.73657324672145,124.91091291308472,122.40565097616602,122.60137176513672
2021-05-28,122.88519022253215,123.11027588262051,121.88700210583085,121.94571685791016
2021-06-01,122.40567042964182,122.66989428337132,121.29004532941373,121.62277221679688
2021-06-02,121.6227639113054,122.56223722280126,121.39768573021556,122.3860855102539
2021-06-03,122.01422283130225,122.18058627705005,120.49736032501843,120.89859771728516
2021-06-04,121.41725514528493,123.4625726722834,121.20195777757243,123.1983413696289
2021-06-07,123.47235371969634,123.61914805852969,122.16100788299765,123.2081298828125
2021-06-08,123.89314532503754,125.71338445560701,123.51148456958131,124.0301513671875
2021-06-09,124.49011839698218,125.01857353724075,123.81486891782897,124.41182708740234
2021-06-10,124.30418229225445,125.4491721984384,123.24727944494147,123.41364288330078
2021-06-11,123.8246385760562,124.71518528948918,123.4038321831876,124.62710571289062
2021-06-14,125.08706324389333,127.74890028967123,124.35309909386275,127.690185546875
2021-06-15,127.16174509617252,127.80763716841207,126.62350170263956,126.86815643310547
2021-06-16,127.5825688225318,128.0914549417621,125.71341766779094,127.36727142333984
2021-06-17,127.02474109836618,129.71594317700723,126.87793929818906,128.97218322753906
2021-06-18,127.91528613971695,128.69816933296693,127.45533405078574,127.6706314086914
2021-06-21,127.5140752227446,129.5789621778242,126.44738395822412,129.4713134765625
2021-06-22,129.3049053861556,131.2132090384515,128.8058002468752,131.11534118652344
2021-06-23,130.90984959941682,131.44809296104657,130.38138705071168,130.84133911132812
2021-06-24,131.57531327793558,131.76125326543314,130.08780831049526,130.55755615234375
2021-06-25,130.60651497629408,131.0273140323703,129.9704035855989,130.2639923095703
2021-06-28,130.5575512774318,132.35820647299622,130.4988365325281,131.89825439453125
2021-06-29,131.9178296460844,133.57169796299607,131.47745413113225,133.4151153564453
2021-06-30,133.25854463136542,134.4720375415212,132.96495595104088,134.0316619873047
2021-07-01,133.67934909478365,134.39373671805686,132.85729786155665,134.33502197265625
2021-07-02,134.95156150334915,137.00666748869628,134.80477461834224,136.967529296875
2021-07-06,137.07517066561473,140.08930404867277,137.07517066561473,138.9834747314453
2021-07-07,140.47093650660315,141.7920778645552,139.6097621135108,141.4789276123047
2021-07-08,138.55288746806352,140.9798585410617,137.66234054504386,140.17739868164062
2021-07-09,139.69784411639665,142.53583287499265,139.59997625608412,142.00738525390625
2021-07-12,143.08389123520334,143.19153992301273,140.92113666468427,141.4104461669922
2021-07-13,140.95046982883696,144.30714020300775,140.5590282672458,142.5260467529297
2021-07-14,144.9334606673518,146.37203160132475,144.5224276011833,145.96099853515625
2021-07-15,146.04907294426016,146.79281784563116,143.94503359561688,145.30531311035156
2021-07-16,145.2858043327315,146.55799727078121,142.76096515549006,143.2600555419922
2021-07-19,140.6765047742497,140.98967007423758,138.64097512195883,139.404296875
2021-07-20,140.39270413849675,143.95487710280224,139.90339458333094,143.02517700195312
2021-07-21,142.4184239807626,143.00560136245917,141.53767284075886,142.29119873046875
2021-07-22,142.81965721627964,145.03133074908345,142.6924319696775,143.66127014160156
2021-07-23,144.39522150375126,145.540203823437,143.77868681909763,145.3836212158203
2021-07-26,145.09983651776034,146.6264796970787,144.54201654625697,145.804443359375
2021-07-27,145.93167338372012,146.0197604502271,142.438011010238,143.63192749023438
2021-07-28,141.7138245389889,143.8276453050716,139.49235507835914,141.88018798828125
2021-07-29,141.5963618447469,143.41659347796872,141.4887131754286,142.5260467529297
2021-07-30,141.29302673523125,143.2013309437346,141.02879540404095,142.7413787841797
