Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-01,1.2649806426908186,1.2676860833366306,1.2192988324817884,1.2289156913757324,641284000,0.0,0.0
2005-04-04,1.2319221899236414,1.2415390527919536,1.206977031750315,1.2349271774291992,580014400,0.0,0.0
2005-04-05,1.2388341338090165,1.2694889117955455,1.2349268985586817,1.2589699029922485,556239600,0.0,0.0
2005-04-06,1.2742975110312191,1.286619806268504,1.2667835934036642,1.2721936702728271,414825600,0.0,0.0
2005-04-07,1.2721940383533032,1.3148707594284412,1.2697898488528407,1.3091602325439453,506987600,0.0,0.0
2005-04-08,1.313367811717656,1.3359086682164953,1.3085593324119291,1.3145703077316284,649950000,0.0,0.0
2005-04-11,1.3268928163926146,1.3298978027172224,1.2595713920028717,1.2598718404769897,821662800,0.0,0.0
2005-04-12,1.2770022224286088,1.2980401296521744,1.2625760855943717,1.2821110486984253,981061200,0.0,0.0
2005-04-13,1.2908278249438316,1.2920295184869357,1.2138887412802495,1.2334237098693848,1371946800,0.0,0.0
2005-04-14,1.1664025368371784,1.1889434909771706,1.1071959417159007,1.1198186874389648,2753192400,0.0,0.0
2005-04-15,1.1005846600065456,1.1195187368524058,1.0603121154031543,1.0624159574508667,1728087200,0.0,0.0
2005-04-18,1.0518964562556241,1.0909672887274868,1.0218424867554565,1.0705301761627197,1327177600,0.0,0.0
2005-04-19,1.0999830321075592,1.1252285180073016,1.0780429796150461,1.1147096157073975,1081642800,0.0,0.0
2005-04-20,1.131840429488387,1.1342446182575001,1.0651199276879904,1.0672236680984497,945131600,0.0,0.0
2005-04-21,1.0939726260463418,1.1183168798423022,1.0789456866240472,1.1174148321151733,759592400,0.0,0.0
2005-04-22,1.1071956578493016,1.112004937884586,1.0488911251339343,1.0669231414794922,839129200,0.0,0.0
2005-04-25,1.0966771144683805,1.1126061997556405,1.0852569630829674,1.1114037036895752,746460400,0.0,0.0
2005-04-26,1.1053926013020448,1.127332659652503,1.0855571866966374,1.0876610279083252,810507600,0.0,0.0
2005-04-27,1.0786451152307062,1.0927700053166247,1.0672240607341272,1.0804485082626343,613888800,0.0,0.0
2005-04-28,1.0906663786628767,1.0921693233834389,1.0591094550491131,1.0681263208389282,575106000,0.0,0.0
2005-04-29,1.0864579837828945,1.0888629744256384,1.0585077671781862,1.0837533473968506,671630400,0.0,0.0
2005-05-02,1.0882620321735685,1.1014864804070277,1.0825524074710755,1.0948739051818848,465920000,0.0,0.0
2005-05-03,1.0939726089559176,1.1041911683635095,1.0828528043688415,1.0882620811462402,496739600,0.0,0.0
2005-05-04,1.0852566703632103,1.1180151743221258,1.0849562219819253,1.1165131330490112,448176400,0.0,0.0
2005-05-05,1.1195183248506708,1.120119221724028,1.0960762243059383,1.102387547492981,387366000,0.0,0.0
2005-05-06,1.108698867864151,1.121922510198187,1.1056937818768624,1.119217872619629,326247600,0.0,0.0
2005-05-09,1.1204203693054862,1.125529196057676,1.104491286847719,1.1111030578613281,355695200,0.0,0.0
2005-05-10,1.104491247738558,1.1195181819040583,1.0918685026595452,1.0945731401443481,440263600,0.0,0.0
2005-05-11,1.0579071177405421,1.0720328032493156,0.9950937572289053,1.070229411125183,2041981200,0.0,0.0
2005-05-12,1.0645194106229394,1.0696282383418414,1.0218426873096627,1.025749921798706,970242000,0.0,0.0
2005-05-13,1.0278535633100645,1.0588087807884998,1.023946429516497,1.0449843406677246,702713200,0.0,0.0
2005-05-16,1.0386729644277184,1.0729345207020737,1.037770916859924,1.068426489830017,474294800,0.0,0.0
2005-05-17,1.0561037611620454,1.0657214181090442,1.0380709427967545,1.0627155303955078,588344400,0.0,0.0
2005-05-18,1.0654206169997018,1.1288357055844462,1.051596176040867,1.0771421194076538,636722800,0.0,0.0
2005-05-19,1.0753387089572373,1.132441570192715,1.0753387089572373,1.1285344362258911,793161600,0.0,0.0
2005-05-20,1.119518374492239,1.13154032515939,1.1177150818921664,1.1285344362258911,452650800,0.0,0.0
2005-05-23,1.1375511914289842,1.1991619773076079,1.1375511914289842,1.1949543952941895,1042574400,0.0,0.0
2005-05-24,1.185638118198191,1.2018667486812291,1.1730153707539157,1.1931512355804443,593460000,0.0,0.0
2005-05-25,1.187140283404445,1.2006650786941973,1.1817310073153047,1.1955554485321045,396006800,0.0,0.0
2005-05-26,1.2003646746769934,1.2304185478291976,1.2003646746769934,1.22440767288208,525520800,0.0,0.0
2005-05-27,1.2214023318873855,1.225910361762075,1.2024681650204045,1.2189972400665283,316008000,0.0,0.0
2005-05-31,1.2220032801185483,1.2244075697047867,1.1895443173793132,1.1949543952941895,404205200,0.0,0.0
2005-06-01,1.1988614902018524,1.225008224197714,1.1979593425095205,1.211183786392212,453812800,0.0,0.0
2005-06-02,1.2036699466588168,1.211784762169319,1.1901459563579546,1.2033694982528687,373973600,0.0,0.0
2005-06-03,1.1468672995508058,1.1594900422798005,1.1351467043820862,1.1492714881896973,956869200,0.0,0.0
2005-06-06,1.151977272115914,1.160993232213775,1.1288355220508763,1.1396548748016357,811966400,0.0,0.0
2005-06-07,1.1300373008938835,1.133944434584801,1.0954752986499119,1.0981799364089966,745264800,0.0,0.0
2005-06-08,1.100884573683608,1.1195182949436187,1.0990812812116701,1.1096001863479614,404006400,0.0,0.0
2005-06-09,1.1120050970029358,1.1402556712849474,1.1065950198369252,1.131540060043335,390255600,0.0,0.0
2005-06-10,1.1240264474880761,1.1240264474880761,1.0675244810348812,1.07624089717865,678932800,0.0,0.0
2005-06-13,1.0786449499075481,1.100283756957119,1.0765412090455535,1.0789453983306885,435772400,0.0,0.0
2005-06-14,1.0795458987407982,1.0864582169103512,1.0744370731487394,1.0819501876831055,347846800,0.0,0.0
